"ResidentID","HouseholdBookID","IDIssueDate","IDIssuePlace","FullName","Alias","DateOfBirth","PlaceOfBirth","Hometown","Ethnicity","Occupation","Workplace","PermanentRegistrationDate","PermanentResidentAddress","IsDead"
"00000000374","000000208","2024-08-31","Cục cảnh sát quản lý về trật tự xã hội","Long Hà",,"1981-01-06","Hà Nội","Hà Nội","Thái",,,"1999-10-01","Số 209 tổ dân phố 7 phường La Khê","true"
"00000000375","000000209","2023-05-14","Cục cảnh sát quản lý về trật tự xã hội","Thanh Derick",,"1996-07-02","Nghệ An","Điện Biên","Thái",,,"2022-11-30","Số 210 tổ dân phố 7 phường La Khê","false"
"00000000376","000000209","2023-06-15","Cục cảnh sát quản lý về trật tự xã hội","Tăng Fiona",,"1997-02-20","TP Hải Phòng","Tiền Giang","Gia Rai",,,"2023-10-03","Số 210 tổ dân phố 7 phường La Khê","false"
"00000000377","000000210","2024-06-21","Cục cảnh sát quản lý về trật tự xã hội","Trần Shayne",,"1951-07-25","Thừa Thiên Huế","Bắc Ninh","H'Mông",,,"2018-12-19","Số 211 tổ dân phố 7 phường La Khê","false"
"00000000378","000000210","2022-06-27","Cục cảnh sát quản lý về trật tự xã hội","Phan Evelin",,"1951-08-18","Gia Lai","Phú Thọ","Ê Đê",,,"2023-06-18","Số 211 tổ dân phố 7 phường La Khê","false"
"00000000379","000000211","2023-08-29","Cục cảnh sát quản lý về trật tự xã hội","Sinh Dominic",,"1999-02-15","Đắk Lắk","Hà Tây","Dao",,,"2018-10-14","Số 212 tổ dân phố 7 phường La Khê","false"
"00000000380","000000211","2022-04-01","Cục cảnh sát quản lý về trật tự xã hội","Sinh Mai",,"2022-04-01","Hà Nội","Hà Nội","Dao",,,"2024-11-06","Số 212 tổ dân phố 7 phường La Khê","false"
"00000000381","000000212","2024-01-02","Cục cảnh sát quản lý về trật tự xã hội","Phan Dino",,"1950-11-19","Thái Bình","Đắk Nông","Ê Đê",,,"1994-09-18","Số 213 tổ dân phố 7 phường La Khê","false"
"00000000382","000000212","2022-05-25","Cục cảnh sát quản lý về trật tự xã hội","Nam Kareen",,"1950-11-25","Bắc Ninh","Thái Bình","Thái",,,"2004-07-11","Số 213 tổ dân phố 7 phường La Khê","false"
"00000000383","000000212","2024-07-16","Cục cảnh sát quản lý về trật tự xã hội","Phan Đỗ",,"1974-01-18","Hà Nội","Hà Nội","Ê Đê",,,"2011-01-03","Số 213 tổ dân phố 7 phường La Khê","false"
"00000000384","000000212","2024-02-24","Cục cảnh sát quản lý về trật tự xã hội","Phan Lê",,"1971-12-21","Hà Nội","Hà Nội","Ê Đê",,,"2019-02-14","Số 213 tổ dân phố 7 phường La Khê","false"
"00000000385","000000213","2023-07-03","Cục cảnh sát quản lý về trật tự xã hội","Tô Randell",,"1994-10-11","Bến Tre","Cao Bằng","Kinh",,,"2024-06-05","Số 214 tổ dân phố 7 phường La Khê","false"
"00000000386","000000213","2022-03-07","Cục cảnh sát quản lý về trật tự xã hội","Tô Bùi",,"2017-05-24","Hà Nội","Hà Nội","Kinh",,,"2024-11-14","Số 214 tổ dân phố 7 phường La Khê","false"
"00000000387","000000214","2024-04-21","Cục cảnh sát quản lý về trật tự xã hội","Ngọc Wally",,"1958-07-05","Cà Mau","Đồng Tháp","Kinh",,,"2015-06-17","Số 215 tổ dân phố 7 phường La Khê","false"
"00000000388","000000214","2023-09-16","Cục cảnh sát quản lý về trật tự xã hội","Khang Rima",,"1959-02-13","Yên Bái","Đắk Lắk","H'Mông",,,"2018-02-18","Số 215 tổ dân phố 7 phường La Khê","true"
"00000000389","000000214","2023-01-26","Cục cảnh sát quản lý về trật tự xã hội","Ngọc Đoàn",,"1982-11-14","Hà Nội","Hà Nội","Kinh",,,"2024-06-05","Số 215 tổ dân phố 7 phường La Khê","false"
"00000000390","000000215","2024-01-08","Cục cảnh sát quản lý về trật tự xã hội","Khoa Demarcus",,"1952-10-25","Hậu Giang","Tiền Giang","Khmer",,,"2014-03-19","Số 216 tổ dân phố 7 phường La Khê","false"
"00000000391","000000215","2022-06-17","Cục cảnh sát quản lý về trật tự xã hội","Nhân Janessa",,"1953-09-30","Điện Biên","Thái Nguyên","Dao",,,"2014-08-27","Số 216 tổ dân phố 7 phường La Khê","false"
"00000000392","000000216","2022-08-11","Cục cảnh sát quản lý về trật tự xã hội","Phùng Walton",,"1962-02-11","Thừa Thiên Huế","TP Cần Thơ","Ê Đê",,,"2024-02-29","Số 217 tổ dân phố 7 phường La Khê","false"
"00000000393","000000216","2022-08-16","Cục cảnh sát quản lý về trật tự xã hội","Vân Shery",,"1962-10-30","Vĩnh Phúc","Đồng Nai","Kinh",,,"2024-09-14","Số 217 tổ dân phố 7 phường La Khê","false"
"00000000394","000000216","2024-06-26","Cục cảnh sát quản lý về trật tự xã hội","Phùng Trịnh",,"1986-04-22","Hà Nội","Hà Nội","Ê Đê",,,"2024-11-04","Số 217 tổ dân phố 7 phường La Khê","false"
"00000000395","000000217","2022-03-01","Cục cảnh sát quản lý về trật tự xã hội","Lê Paris",,"1997-10-23","Thừa Thiên Huế","Vĩnh Long","Hoa",,,"2022-10-11","Số 218 tổ dân phố 7 phường La Khê","false"
"00000000396","000000218","2023-05-19","Cục cảnh sát quản lý về trật tự xã hội","Quốc Vern",,"1987-01-27","Vĩnh Long","Quảng Nam","Nùng",,,"2022-05-16","Số 219 tổ dân phố 7 phường La Khê","false"
"00000000397","000000218","2023-10-30","Cục cảnh sát quản lý về trật tự xã hội","Long Sunday",,"1987-12-11","Bắc Ninh","Yên Bái","Mường",,,"2023-03-25","Số 219 tổ dân phố 7 phường La Khê","false"
"00000000398","000000218","2023-04-19","Cục cảnh sát quản lý về trật tự xã hội","Quốc Tô",,"2011-04-06","Hà Nội","Hà Nội","Nùng",,,"2023-10-30","Số 219 tổ dân phố 7 phường La Khê","false"
"00000000399","000000218","2024-01-04","Cục cảnh sát quản lý về trật tự xã hội","Quốc Đào",,"2008-10-22","Hà Nội","Hà Nội","Nùng",,,"2024-06-22","Số 219 tổ dân phố 7 phường La Khê","false"
"00000000400","000000219","2023-01-24","Cục cảnh sát quản lý về trật tự xã hội","Nhân Terrance",,"1956-11-10","Lạng Sơn","Hậu Giang","Ê Đê",,,"2022-10-22","Số 220 tổ dân phố 7 phường La Khê","false"
"00000000401","000000220","2022-05-28","Cục cảnh sát quản lý về trật tự xã hội","Loan Dick",,"1998-10-16","Bình Phước","Ninh Thuận","Dao",,,"2004-05-04","Số 221 tổ dân phố 7 phường La Khê","false"
"00000000402","000000220","2022-11-09","Cục cảnh sát quản lý về trật tự xã hội","Kim Micaela",,"1999-10-13","Yên Bái","Ninh Thuận","Tày",,,"2022-01-12","Số 221 tổ dân phố 7 phường La Khê","false"
"00000000403","000000220","2023-09-12","Cục cảnh sát quản lý về trật tự xã hội","Loan Lý",,"2020-04-22","Hà Nội","Hà Nội","Dao",,,"2022-03-27","Số 221 tổ dân phố 7 phường La Khê","false"
"00000000404","000000221","2024-10-16","Cục cảnh sát quản lý về trật tự xã hội","Nhung Ahmad",,"1952-11-11","Thanh Hóa","Thái Bình","Kinh",,,"2009-10-29","Số 222 tổ dân phố 7 phường La Khê","false"
"00000000405","000000221","2023-05-06","Cục cảnh sát quản lý về trật tự xã hội","Phan Alissa",,"1953-02-01","Bình Định","Hà Nam","Khmer",,,"2020-05-03","Số 222 tổ dân phố 7 phường La Khê","false"
"00000000406","000000221","2023-06-20","Cục cảnh sát quản lý về trật tự xã hội","Nhung Nguyễn",,"1975-04-04","Hà Nội","Hà Nội","Kinh",,,"2021-11-06","Số 222 tổ dân phố 7 phường La Khê","false"
"00000000407","000000222","2022-12-18","Cục cảnh sát quản lý về trật tự xã hội","Triệu Rafael",,"1997-12-31","Hòa Bình","Sóc Trăng","H'Mông",,,"2008-01-04","Số 223 tổ dân phố 7 phường La Khê","false"
"00000000408","000000222","2024-11-13","Cục cảnh sát quản lý về trật tự xã hội","Triệu Đinh",,"2021-11-06","Hà Nội","Hà Nội","H'Mông",,,"2024-04-18","Số 223 tổ dân phố 7 phường La Khê","false"
"00000000409","000000223","2022-11-04","Cục cảnh sát quản lý về trật tự xã hội","Tiến Elliott",,"2000-02-20","Tiền Giang","Yên Bái","Kinh",,,"2017-08-15","Số 224 tổ dân phố 7 phường La Khê","false"
"00000000410","000000223","2023-07-23","Cục cảnh sát quản lý về trật tự xã hội","Tiến Trịnh",,"2023-07-23","Hà Nội","Hà Nội","Kinh",,,"2024-03-11","Số 224 tổ dân phố 7 phường La Khê","false"
"00000000411","000000223","2022-09-02","Cục cảnh sát quản lý về trật tự xã hội","Tiến Hà",,"2021-11-14","Hà Nội","Hà Nội","Kinh",,,"2024-12-30","Số 224 tổ dân phố 7 phường La Khê","false"
"00000000412","000000224","2023-10-04","Cục cảnh sát quản lý về trật tự xã hội","Hoàng Peter",,"1976-03-31","TP Đà Nẵng","An Giang","Dao",,,"2013-08-16","Số 225 tổ dân phố 7 phường La Khê","false"
"00000000413","000000224","2024-11-23","Cục cảnh sát quản lý về trật tự xã hội","Hoàng Đào",,"1997-07-01","Hà Nội","Hà Nội","Dao",,,"2024-08-05","Số 225 tổ dân phố 7 phường La Khê","false"
"00000000414","000000225","2024-05-24","Cục cảnh sát quản lý về trật tự xã hội","Sơn Miquel",,"1985-10-31","Sóc Trăng","TP TP. Hồ Chí Minh","Mường",,,"2020-07-18","Số 226 tổ dân phố 7 phường La Khê","false"
"00000000415","000000225","2022-08-28","Cục cảnh sát quản lý về trật tự xã hội","Sơn Phạm",,"2009-09-06","Hà Nội","Hà Nội","Mường",,,"2023-04-10","Số 226 tổ dân phố 7 phường La Khê","false"
"00000000416","000000226","2024-11-23","Cục cảnh sát quản lý về trật tự xã hội","Phùng Eldridge",,"1963-11-04","Đồng Tháp","Long An","Thái",,,"2024-04-20","Số 227 tổ dân phố 7 phường La Khê","false"
"00000000417","000000226","2023-02-20","Cục cảnh sát quản lý về trật tự xã hội","Thu Mark",,"1964-07-05","Hà Tĩnh","Vĩnh Phúc","Thái",,,"2024-12-27","Số 227 tổ dân phố 7 phường La Khê","false"
"00000000418","000000227","2022-08-16","Cục cảnh sát quản lý về trật tự xã hội","Đặng Ronnie",,"1972-06-19","Cà Mau","TP Đà Nẵng","H'Mông",,,"2023-02-17","Số 228 tổ dân phố 7 phường La Khê","false"
"00000000419","000000228","2023-06-04","Cục cảnh sát quản lý về trật tự xã hội","Phong Marvin",,"1954-05-30","TP Hải Phòng","Lai Châu","Mường",,,"1992-07-12","Số 229 tổ dân phố 7 phường La Khê","false"
"00000000420","000000228","2024-04-18","Cục cảnh sát quản lý về trật tự xã hội","Hòa Cristie",,"1954-09-09","Phú Thọ","Hà Giang","H'Mông",,,"2000-08-31","Số 229 tổ dân phố 7 phường La Khê","false"
"00000000421","000000228","2023-08-25","Cục cảnh sát quản lý về trật tự xã hội","Phong Hoàng",,"1977-04-03","Hà Nội","Hà Nội","Mường",,,"2005-02-13","Số 229 tổ dân phố 7 phường La Khê","false"
"00000000422","000000229","2022-06-05","Cục cảnh sát quản lý về trật tự xã hội","Tâm Rich",,"1960-10-15","Lào Cai","Thái Bình","Khmer",,,"1997-06-23","Số 230 tổ dân phố 7 phường La Khê","false"
"00000000423","000000229","2022-05-23","Cục cảnh sát quản lý về trật tự xã hội","Tâm Tăng",,"1983-04-27","Hà Nội","Hà Nội","Khmer",,,"2005-12-25","Số 230 tổ dân phố 7 phường La Khê","true"
"00000000424","000000230","2022-08-02","Cục cảnh sát quản lý về trật tự xã hội","Tăng Amado",,"1976-06-03","Tuyên Quang","Đồng Tháp","Mường",,,"2022-01-20","Số 231 tổ dân phố 7 phường La Khê","false"
"00000000425","000000230","2023-05-18","Cục cảnh sát quản lý về trật tự xã hội","Tăng Phùng",,"1998-09-15","Hà Nội","Hà Nội","Mường",,,"2023-03-06","Số 231 tổ dân phố 7 phường La Khê","false"
"00000000426","000000231","2022-02-14","Cục cảnh sát quản lý về trật tự xã hội","Tiến Rolf",,"1967-03-12","Đắk Lắk","Cao Bằng","Thái",,,"1991-03-11","Số 232 tổ dân phố 7 phường La Khê","false"
"00000000427","000000232","2022-12-29","Cục cảnh sát quản lý về trật tự xã hội","Vương Dexter",,"1956-02-11","Sơn La","Lâm Đồng","Tày",,,"1976-09-06","Số 233 tổ dân phố 7 phường La Khê","false"
"00000000428","000000232","2024-12-15","Cục cảnh sát quản lý về trật tự xã hội","Vương Đào",,"1977-08-06","Hà Nội","Hà Nội","Tày",,,"1999-03-22","Số 233 tổ dân phố 7 phường La Khê","false"
"00000000429","000000233","2022-06-14","Cục cảnh sát quản lý về trật tự xã hội","Quốc Bud",,"1982-11-06","Quảng Nam","Tây Ninh","H'Mông",,,"2022-11-19","Số 234 tổ dân phố 7 phường La Khê","false"
"00000000430","000000233","2022-04-12","Cục cảnh sát quản lý về trật tự xã hội","Tâm Tanya",,"1983-09-10","Bình Định","Tiền Giang","Mường",,,"2023-01-21","Số 234 tổ dân phố 7 phường La Khê","false"
"00000000431","000000233","2023-02-26","Cục cảnh sát quản lý về trật tự xã hội","Quốc Hồ",,"2006-07-28","Hà Nội","Hà Nội","H'Mông",,,"2023-05-21","Số 234 tổ dân phố 7 phường La Khê","false"
"00000000432","000000234","2022-06-17","Cục cảnh sát quản lý về trật tự xã hội","Thắng Valentin",,"1982-07-30","Tây Ninh","Hưng Yên","Kinh",,,"2003-02-06","Số 235 tổ dân phố 7 phường La Khê","false"
"00000000433","000000234","2024-07-20","Cục cảnh sát quản lý về trật tự xã hội","Thu Cassi",,"1983-05-16","Lai Châu","Quảng Ngãi","Ê Đê",,,"2020-09-17","Số 235 tổ dân phố 7 phường La Khê","true"
"00000000434","000000234","2022-01-22","Cục cảnh sát quản lý về trật tự xã hội","Thắng Trần",,"2005-04-09","Hà Nội","Hà Nội","Kinh",,,"2021-03-24","Số 235 tổ dân phố 7 phường La Khê","false"
"00000000435","000000234","2024-06-22","Cục cảnh sát quản lý về trật tự xã hội","Thắng Mai",,"2006-05-25","Hà Nội","Hà Nội","Kinh",,,"2024-01-11","Số 235 tổ dân phố 7 phường La Khê","false"
"00000000436","000000235","2023-03-18","Cục cảnh sát quản lý về trật tự xã hội","Tiến Emerson",,"1980-10-26","Bắc Kạn","Bình Phước","Tày",,,"2015-05-19","Số 236 tổ dân phố 7 phường La Khê","false"
"00000000437","000000235","2024-03-16","Cục cảnh sát quản lý về trật tự xã hội","Tiến Lê",,"2003-12-14","Hà Nội","Hà Nội","Tày",,,"2017-03-15","Số 236 tổ dân phố 7 phường La Khê","true"
"00000000438","000000235","2022-06-20","Cục cảnh sát quản lý về trật tự xã hội","Tiến Lý",,"2004-03-09","Hà Nội","Hà Nội","Tày",,,"2021-02-24","Số 236 tổ dân phố 7 phường La Khê","false"
"00000000439","000000236","2022-07-01","Cục cảnh sát quản lý về trật tự xã hội","Khoa Danial",,"1993-12-03","Bình Dương","Bắc Ninh","Khmer",,,"1997-05-07","Số 237 tổ dân phố 7 phường La Khê","false"
"00000000440","000000237","2022-09-06","Cục cảnh sát quản lý về trật tự xã hội","Nhung Bart",,"1956-01-08","Ninh Bình","TP Cần Thơ","Kinh",,,"2009-10-06","Số 238 tổ dân phố 7 phường La Khê","false"
"00000000441","000000237","2024-06-02","Cục cảnh sát quản lý về trật tự xã hội","Kim Jerrica",,"1956-05-28","Bình Định","Lai Châu","Nùng",,,"2020-11-01","Số 238 tổ dân phố 7 phường La Khê","true"
"00000000442","000000238","2022-01-26","Cục cảnh sát quản lý về trật tự xã hội","Thanh Nolan",,"1970-11-01","Thái Bình","Lạng Sơn","Tày",,,"2010-06-09","Số 239 tổ dân phố 7 phường La Khê","false"
"00000000443","000000238","2024-10-02","Cục cảnh sát quản lý về trật tự xã hội","Thanh Vũ",,"1991-11-21","Hà Nội","Hà Nội","Tày",,,"2015-02-24","Số 239 tổ dân phố 7 phường La Khê","false"
"00000000444","000000239","2022-07-26","Cục cảnh sát quản lý về trật tự xã hội","Sinh Brock",,"1996-03-07","Quảng Bình","Lào Cai","Dao",,,"2017-09-16","Số 240 tổ dân phố 7 phường La Khê","false"
"00000000445","000000240","2022-10-03","Cục cảnh sát quản lý về trật tự xã hội","Thi Samual",,"1954-07-10","Bắc Giang","Long An","Mường",,,"2003-08-04","Số 241 tổ dân phố 7 phường La Khê","false"
"00000000446","000000241","2022-01-19","Cục cảnh sát quản lý về trật tự xã hội","Loan Felix",,"1952-12-01","Ninh Bình","Hòa Bình","Tày",,,"2008-08-27","Số 242 tổ dân phố 7 phường La Khê","false"
"00000000447","000000242","2023-07-29","Cục cảnh sát quản lý về trật tự xã hội","Lê Willard",,"1975-11-13","Hưng Yên","Phú Thọ","Hoa",,,"2011-07-23","Số 243 tổ dân phố 7 phường La Khê","false"
"00000000448","000000243","2024-07-30","Cục cảnh sát quản lý về trật tự xã hội","Khoa Martin",,"1952-10-10","Thanh Hóa","Cao Bằng","Mường",,,"2024-12-20","Số 244 tổ dân phố 7 phường La Khê","false"
